ID_REF	CT18	CT19	CT20	CT21	CT22	CT23	CT24	CT25	CT26	CT27	CT28	CT29	CT30	CT31	CT32	CT33	CT34	CT35	CT36	CT37	CT38	CT39	CT40	CT41	CT42	CT43	CT44	CT45	CT46	CT47	CT48	CT49	CT50	CT51	CT52	CT53	CT54	CT55	CT56	CT57	CT58	CT59	CT60	CT61	CT62	CT63	CT64	CT65
1422973_a_at	365074.6	296986.7	238531.4	189026.1	201167.7	107507.3	97810.0	82960.6	86512.7	37027.5	60469.6	77609.9	41784.5	54448.5	49559.1	137690.6	110835.5	215246.1	174224.0	209621.1	258814.3	333237.1	368331.7	282040.6	284094.4	239633.4	261235.9	196720.5	128563.2	78955.6	82590.8	80201.1	28480.6	55712.0	55928.2	70001.8	39781.1	26594.7	85166.5	120938.4	184703.9	124550.7	128479.4	293800.2	320406.5	373531.8	354018.9	322443.6
1424737_at	380218.0	343252.3	310615.1	262897.1	295162.0	193762.5	179525.3	156284.4	174028.3	96069.4	125272.1	139506.8	78584.7	121196.6	107195.4	228897.6	189824.2	288060.5	253709.0	277616.2	311175.4	359386.1	362331.1	324184.1	355312.0	322451.2	361057.5	285863.1	214764.3	149100.2	146552.2	149646.1	59533.2	108718.1	104983.7	131858.2	76685.4	49720.4	158593.5	205196.2	276649.7	209699.0	240107.8	388500.6	365341.5	413132.3	414949.7	374832.3
1423439_at	100769.3	146963.3	175148.8	282768.9	164087.2	135988.6	69406.5	42472.5	105038.9	216685.2	154270.5	214447.0	231447.8	232253.1	307171.9	340457.3	268592.6	297084.9	386440.5	387874.3	166635.0	89431.0	117816.3	205723.3	111466.2	170920.4	160518.6	185930.2	198602.4	173912.8	82496.5	80350.2	136209.1	112065.4	154894.3	217104.6	243800.3	240464.5	246911.6	290756.7	311767.4	359332.5	309854.9	161404.5	64886.9	100399.6	98365.2	98250.7
1437689_x_at	625110.9	607601.7	589863.2	626376.2	674066.0	664303.2	681449.9	626677.5	645944.9	638912.3	569087.9	641494.5	673430.4	621150.7	682350.5	655622.3	640773.5	635773.2	688045.4	697299.3	646262.3	623498.6	664607.0	704079.9	646873.5	686190.4	577285.8	682783.6	621813.5	626929.7	625056.9	665354.8	668412.5	582337.9	591727.2	659806.5	704079.9	660987.5	664791.2	692084.6	665354.8	678432.4	549198.0	271919.9	387862.6	410381.9	440464.0	531039.4
1455789_x_at	282674.5	229269.6	174439.7	150383.2	206312.9	264708.6	348086.4	307582.4	296050.6	222977.6	234321.7	219637.2	225424.2	263763.0	246645.6	276814.2	251065.5	285499.3	271201.9	364914.0	408657.6	497902.0	472008.9	345669.6	320203.8	205214.1	212477.7	181764.5	198006.4	284286.1	311698.0	270016.7	334369.4	278607.4	191326.1	229559.6	194555.4	221144.5	234250.1	281744.2	307120.8	233512.4	356604.9	321391.0	433238.7	488616.6	449432.7	405512.1
1416055_at	87.1	89.0	102.1	91.2	87.9	89.8	84.6	530957.3	402.7	120.2	90.5	103.8	96.2	92.1	85.1	94.4	107.7	92.0	93.8	92.8	104.1	98.0	100.2	96.9	93.7	95.3	108.9	97.7	255582.3	106.7	95.3	94.9	92.1	94.9	95.8	91.7	88.4	97.0	94.5	97.3	100.2	94.5	98.9	115.8	130.5	105.6	109.8	127.8
1423954_at	444345.7	438051.7	456592.6	437769.8	499135.4	499720.8	454818.0	409544.8	481440.4	540285.8	418039.5	427425.0	462872.6	489484.5	504983.2	471567.2	423646.8	453315.2	482045.7	461129.6	431383.6	401525.9	440112.7	476706.6	446198.4	457431.3	399735.2	439625.3	337371.5	445244.9	405405.3	421942.1	440247.2	415070.3	469242.9	499674.8	506989.0	443701.4	446217.4	475872.5	440274.5	496185.1	435139.8	151596.9	199047.7	233003.3	226741.4	261089.2
1422230_s_at	319949.2	296964.5	312054.9	267876.1	192457.8	172142.9	148840.0	128416.0	103927.2	156793.4	126146.9	173575.7	242628.4	250654.0	292863.2	315723.3	355124.3	346415.2	403760.9	387391.6	370662.3	385932.9	335603.0	351184.4	349531.3	324769.7	272963.8	258490.2	197891.2	214431.8	206144.4	167813.9	146286.9	171573.6	157049.2	245543.2	247437.1	215590.6	343234.3	300007.3	365153.4	339311.9	338108.8	260072.8	324642.4	281853.8	318666.8	281854.9
1418189_s_at	322675.6	231646.7	215126.3	243221.6	290103.7	294016.0	339172.9	168163.5	336752.5	334570.0	263034.5	128368.0	111168.7	282026.7	273312.9	276282.5	105821.8	99951.0	81552.4	201408.5	155891.9	144252.9	96180.6	59987.3	179515.0	178521.1	229127.5	167313.7	247075.6	195521.7	183543.1	244276.0	254398.1	159613.0	147276.8	189352.3	173000.8	176187.9	128826.4	170539.8	163097.6	155964.6	181518.8	127394.4	104103.8	128368.0	129139.4	81970.0
1416064_a_at	243252.2	239567.4	217807.2	195086.8	208166.8	216554.0	313861.5	334126.1	394436.3	308857.5	287287.4	252828.2	195978.1	150305.6	150113.0	196916.6	215728.2	242861.7	211353.5	225918.3	284810.8	337963.3	289283.9	277557.4	341620.0	278037.2	223358.8	204874.9	149898.7	206209.4	286885.6	312001.6	496357.2	418367.4	233211.1	207088.6	157886.1	252422.5	158126.7	195346.2	212107.0	204178.6	235125.6	178776.1	250963.8	298035.3	325334.0	283196.7
AFFX-18SRNAMur/X00686_5_at	247154.4	287959.0	243936.9	230842.3	144008.5	203357.8	248914.8	253440.6	155122.4	166121.4	99943.0	201217.0	148289.5	113988.6	116541.6	182523.4	228165.2	104154.2	138370.8	130334.3	98011.3	89358.0	39520.8	7159.5	150573.7	102471.9	107723.9	97056.0	134823.6	116320.7	142646.9	175541.1	167508.0	110573.2	53119.8	75022.0	47091.5	63587.7	66919.5	78949.0	62956.0	69693.8	66707.5	52343.1	22413.5	52665.0	42582.0	11908.0
1419196_at	368380.8	309195.5	321867.2	248839.4	313220.7	438228.3	266280.5	382337.5	260903.9	415090.7	306459.2	296994.0	322683.9	393941.7	387626.8	448088.6	438283.0	441420.3	352791.9	452264.7	478315.6	444623.7	406647.0	367208.8	361347.4	327880.5	273526.8	356282.5	256262.3	367469.0	362704.6	307082.7	350273.1	358038.1	328276.4	331393.5	288545.2	238018.6	428964.0	436603.6	439594.6	412388.6	493347.0	452948.1	422441.9	365478.7	376750.7	362473.0
1418188_a_at	274282.8	202326.3	160145.7	181773.2	228355.5	236918.4	256568.3	117679.0	273486.4	290135.9	214845.2	90611.9	73061.8	208612.3	214558.1	249346.8	75498.1	58762.1	55214.8	137439.0	104292.6	89999.5	55322.6	34735.1	129546.0	127171.1	169312.2	123526.0	187113.1	150108.8	141453.5	187097.0	212267.3	149888.3	111131.8	164173.1	115902.8	132560.2	99484.9	140623.8	122520.7	132218.3	145002.9	101376.1	83279.2	115555.5	112790.4	75387.8
1419075_s_at	19344.5	27446.6	13904.4	16028.9	58034.3	18573.5	33693.0	18308.9	51450.9	12849.6	15713.5	20335.7	14458.9	11586.3	23559.0	10319.6	16081.2	13867.0	17756.7	14340.9	16483.8	17413.4	20530.5	34492.0	23873.6	74108.9	20118.3	14596.3	27787.6	23009.1	13357.2	18391.9	28479.5	19345.8	11232.8	13161.4	187892.9	25485.5	12115.5	13111.1	13556.3	363998.3	27792.1	18443.5	24589.9	143060.1	218404.0	23520.3
1427464_s_at	170356.9	160443.0	155094.6	144141.5	128352.6	142585.1	235738.8	256521.7	273793.6	193327.5	185971.9	186869.2	137504.6	104502.6	102250.9	145093.2	128451.5	157230.8	155340.5	147609.9	202021.6	233543.7	232723.5	212887.2	262476.0	210343.5	165739.0	168330.7	129359.9	158245.6	213655.7	246261.1	419496.1	301830.0	161724.3	133586.8	128073.8	208096.3	99611.7	139728.3	158429.9	131302.9	169668.5	140979.4	234567.3	247113.2	252647.7	239367.2
1448764_a_at	1037115.8	991200.9	1067911.2	978175.2	1024606.7	994439.4	1072727.3	1115556.0	991200.9	998375.9	999567.9	1079873.4	1080492.9	1216732.8	1146800.8	1144619.8	1034949.6	1050866.8	1033752.5	1031466.0	1067344.2	1090909.5	1134374.9	1115556.0	1079873.4	1046512.5	1100779.0	1037115.8	1115058.1	1144619.8	1100779.0	1128052.0	1037673.0	1029272.5	1108282.5	1031466.0	1053227.3	1134374.9	1146800.8	1084350.6	1112647.1	1067911.2	1144619.8	1180292.7	1218382.7	1171326.2	1171326.2	1135277.0
1416239_at	415938.2	353640.7	389170.0	391989.0	360970.9	381344.2	329541.8	369353.8	345065.9	306772.5	307958.5	370216.6	395427.9	336883.3	335923.1	336880.0	346863.7	387845.6	384252.9	399544.7	348025.2	352119.8	377369.0	371580.2	352599.0	381060.5	333986.3	368103.2	267952.4	353318.1	323879.6	373463.7	333943.4	342438.2	333027.0	349761.2	308694.7	300596.1	324141.6	298217.6	325367.2	333044.4	227129.6	171740.8	245929.8	197339.4	189118.6	234896.0
1424126_at	54198.7	42732.9	46437.2	14513.3	61946.6	73689.8	34606.4	35916.4	19833.6	24516.8	18504.6	30143.2	48974.4	99046.0	127514.7	105816.8	139175.6	199276.9	169485.0	128933.2	219791.6	142225.5	132691.9	93497.8	82988.9	54625.3	56833.0	53975.6	24810.0	54821.0	47039.8	20997.7	60598.7	28193.8	10448.9	107083.5	53082.2	13778.9	82373.2	186263.9	112010.1	170121.6	182198.9	80653.0	110500.1	80829.4	66530.6	21659.3
1456341_a_at	105743.5	141404.9	166768.0	168817.0	210794.9	135079.0	111174.7	108598.4	207138.7	227267.8	187693.2	206935.7	238848.5	300221.3	274693.0	237311.4	212107.3	180918.7	170532.3	183225.0	108146.3	106135.9	118645.6	132113.1	132466.8	154411.7	119918.9	161586.2	131547.8	132189.6	104915.7	127685.4	152665.6	172259.4	156960.0	251701.4	213977.1	179511.1	227013.4	227575.3	148784.3	205890.9	149320.5	113295.4	67700.3	99336.2	88871.8	76336.9
1432827_x_at	359919.5	288135.6	249852.1	235349.7	224052.5	236072.4	294062.0	305225.3	345937.8	274256.9	226246.7	231516.1	256600.5	241538.7	238687.1	226635.3	271001.6	267910.7	296043.4	243698.7	290308.8	276669.5	271929.1	199593.6	250181.2	305450.8	206761.3	291014.6	170148.1	190698.2	262712.1	313828.5	320476.6	286774.3	284424.9	179718.0	257285.0	263368.4	248044.1	189029.7	255221.3	261073.6	225100.9	128966.5	154862.0	136169.4	157570.4	180393.0
1437666_x_at	348205.0	284587.5	235165.4	221567.8	217864.7	249440.7	293757.3	333256.0	363805.6	287889.8	240218.6	222113.7	257014.8	243025.6	243797.5	231239.7	279745.5	248769.1	286759.3	238754.6	279380.3	277127.8	275908.3	193640.9	242054.0	301896.8	197536.9	287448.6	180168.2	193087.9	266700.7	323467.5	322468.8	288414.2	272858.7	185657.6	230285.5	268099.0	255739.6	190201.7	250656.6	280074.3	242540.8	139272.3	153115.9	150069.7	162326.5	185719.0
1415964_at	476801.5	475437.3	460384.7	422155.3	430912.1	421872.5	409428.9	431128.6	466077.1	457068.0	427656.1	441101.3	401373.0	458500.2	434177.2	411588.9	415246.9	406791.0	372771.8	359718.0	415177.9	441048.2	425360.7	416017.9	431668.8	381246.3	447034.9	437015.6	392609.6	443700.7	433580.3	436958.6	383284.9	426337.3	484251.7	423040.8	364799.2	352390.5	442257.3	397139.0	428490.0	384854.9	274723.5	269802.6	285985.4	329597.2	305592.9	328467.4
1449686_s_at	356362.2	344697.7	319979.3	403745.3	382777.9	426532.5	462264.8	452355.4	356889.3	378612.9	391268.0	407059.2	420914.4	452612.6	431183.3	464077.2	359425.1	362080.7	356440.2	404866.8	348642.0	433748.3	454565.6	418111.6	406942.7	393088.0	402139.8	436639.5	440137.7	453951.0	474549.5	429500.4	444943.1	396768.3	404907.4	402172.9	427527.3	486503.0	436817.6	443593.5	442964.4	399070.0	462024.1	508778.7	500936.9	580960.4	502530.0	504424.7
1419197_x_at	245438.5	203271.6	217191.8	165983.6	202021.4	297120.0	171551.8	246922.3	173643.8	290144.2	199398.1	197820.4	204616.9	277774.7	258295.2	298509.2	318933.6	310155.6	227767.9	327746.1	323656.6	288080.3	273384.9	239213.6	238336.0	219442.9	166186.7	228151.7	165500.1	238168.6	226681.8	182853.5	229043.3	237786.7	227655.8	209531.0	193618.4	144880.7	285179.4	291658.6	292827.2	274376.9	340692.1	316921.3	278325.3	227093.7	238505.8	233607.4
1448143_at	305359.2	290595.9	285023.4	277133.5	297853.3	292357.4	260097.0	266346.8	307117.4	334329.1	234782.7	281748.7	290212.0	309731.4	312463.9	312291.0	287282.1	292211.6	278732.1	265986.7	267729.5	263604.5	282200.7	296493.3	296375.0	303321.8	250189.3	300872.2	205890.6	281638.0	272154.3	274243.8	255921.3	273721.3	309731.4	284006.8	297568.1	259149.4	283348.2	286158.6	286355.7	302465.8	245265.2	113920.6	151251.7	144306.1	140789.6	153863.4
1426154_s_at	634315.4	611971.5	622984.2	674139.3	666219.0	695438.8	785030.2	699330.9	726250.9	668278.6	733501.5	693392.6	684621.6	731558.5	685766.9	701745.7	666841.3	649804.2	654357.0	644364.9	638465.3	729357.7	705026.2	698208.5	665134.2	688383.8	708995.1	682276.4	718318.5	691298.8	715478.4	700345.2	709033.7	665882.4	677182.8	651378.7	726448.2	704858.8	685766.9	718250.3	707528.6	673151.9	761682.1	793102.5	754681.2	846200.6	816583.0	801566.8
AFFX-r2-P1-cre-3_at	375762.4	435238.4	408322.5	388971.8	360649.3	377510.1	433963.7	417094.8	446687.9	479142.6	443776.6	431115.8	392412.9	458321.5	445181.9	470624.0	466049.4	403524.7	404641.9	439242.1	375873.5	472022.1	388802.6	349235.7	411560.2	440773.4	447003.5	399566.5	465354.5	510251.2	504853.1	466971.0	469515.7	543678.1	498655.7	461601.5	382611.0	422301.5	441895.9	458123.1	471269.7	463461.2	556819.0	574107.0	440823.7	507522.1	471439.6	462468.6
1437458_x_at	357246.6	364086.3	349759.3	347504.6	384630.8	372520.2	397917.9	326006.7	387456.2	375654.4	333567.6	365971.5	391297.3	371597.1	405080.1	374557.7	381240.8	383763.5	379708.7	387682.9	361086.9	347504.6	356026.5	384630.8	340113.1	376874.4	320577.4	356502.1	352169.5	347326.1	334333.1	362124.2	366333.7	348548.0	355691.5	372293.7	403846.7	339885.4	360287.2	386314.2	357189.2	370751.2	310506.8	158191.3	218971.0	232662.8	242901.8	281640.8
1450624_at	521210.7	502472.1	534116.8	542880.6	543842.3	570626.6	593197.5	588305.3	597225.0	565949.4	595706.3	566291.3	561121.9	540182.4	513729.2	502472.1	502738.9	503208.9	482074.2	472740.5	376720.0	425958.8	484678.0	466471.0	441520.0	494699.7	541061.2	528914.6	528282.6	504982.2	590663.0	574037.5	583674.7	575639.2	543815.6	574527.2	541982.7	534929.7	536045.2	462466.6	516871.1	517274.2	424240.4	515041.2	491098.8	493577.9	497017.4	509093.4
1425546_a_at	598562.5	571335.9	592389.9	575092.5	604278.2	592389.9	597101.1	554149.6	587149.6	571687.9	550879.6	578089.1	579307.5	547760.2	568202.1	575279.9	555724.4	567509.9	583711.1	552415.0	551474.7	566222.2	558947.7	581380.5	594043.4	627501.2	586813.1	607053.7	542093.0	593289.8	575092.5	580472.8	592676.8	578605.0	631596.1	590157.0	598118.8	558418.9	559303.0	580472.8	576891.0	594972.2	534961.1	363534.9	412922.8	478838.1	467913.9	496978.2
1423436_at	550261.0	571388.2	595706.3	551241.0	527990.9	491440.6	458257.8	518382.0	393253.2	386749.9	430484.2	499359.3	465082.4	405529.4	413525.9	422097.6	454253.6	497268.2	483443.9	481281.5	498090.1	505957.5	521555.1	533915.5	510327.1	485632.9	533903.5	500157.8	477201.6	502543.4	546881.7	498377.9	448901.2	508177.5	479150.1	424834.1	427464.2	486682.7	444183.3	397043.9	450986.3	460443.3	415231.5	505519.7	518407.6	462333.0	477473.6	519421.7
1420722_at	76307.7	93712.8	98998.6	121038.2	127449.0	141078.4	155682.7	120021.4	135845.9	96807.0	93015.1	71253.5	61723.0	36328.1	29645.6	15310.6	18472.7	11329.5	12146.1	10476.5	10815.4	15618.8	23279.3	46646.0	50306.9	67233.1	111575.6	117318.7	111371.2	126807.1	129511.0	122113.1	116532.8	114627.0	110119.9	49184.4	53132.5	72914.1	26865.5	20716.8	16229.1	28358.9	5704.4	10428.0	9477.5	13101.7	16164.8	58984.1
AFFX-CreX-5_at	219054.4	267707.2	241335.6	246414.1	196680.5	242634.2	268472.0	271615.8	261636.5	277563.8	263776.3	250405.9	238167.3	244815.2	273106.7	292984.3	275557.2	248138.4	248232.3	261913.9	223727.8	310841.0	240913.3	203674.1	265887.7	267278.9	274887.5	246757.7	288097.3	347498.3	333594.4	301618.5	304564.8	376306.2	307761.1	291464.8	220946.8	281905.4	278732.5	268361.0	283047.8	289262.1	401557.4	423774.9	291611.9	361484.1	324236.5	301892.5
1420553_x_at	743021.8	662333.2	696007.5	780279.8	749776.3	785856.5	762152.6	774168.1	677596.6	707744.1	719075.4	715703.4	749773.6	703604.1	727724.1	736950.0	658416.5	701985.4	725953.8	732012.8	711940.6	719504.2	784217.9	781354.0	766089.9	736213.3	749226.5	785724.7	763649.4	831219.5	829908.7	753247.2	788514.0	716510.5	698681.4	753109.1	727462.7	778944.6	754029.0	763540.9	767131.3	750677.2	753247.2	762768.5	811559.1	827242.8	874996.2	829421.5
1416129_at	141196.7	140789.0	177080.6	201026.5	203628.2	188159.9	132934.4	101589.2	140952.4	163623.3	138747.7	141778.4	182625.4	200924.1	240391.9	219051.3	193785.2	223795.6	228008.3	244916.7	180951.3	185677.7	160340.7	153316.5	198261.1	199363.8	167126.1	198608.4	178997.8	162742.0	82098.0	94012.0	116537.1	154002.5	128691.1	225073.2	197479.0	156173.6	182674.8	273423.1	200524.2	247216.2	262109.7	182004.4	125005.1	187026.6	155570.9	109696.9
1420622_a_at	108716.3	65287.2	53821.1	50572.6	61438.6	88814.0	102254.5	110231.9	102086.8	50607.4	60810.3	65587.6	70740.8	66990.2	76113.2	104270.2	74944.3	101717.0	96434.6	136528.5	153527.0	166549.8	195108.0	139168.6	126596.9	74329.3	70683.0	57272.0	54305.4	96363.2	109006.8	106493.1	124758.0	93513.2	52837.4	69209.5	54070.2	70747.5	70042.1	94092.7	105818.3	78239.7	135861.5	118162.7	192775.0	228810.2	185185.0	177013.9
AFFX-b-ActinMur/M12481_3_at	244143.4	242693.1	236257.8	224729.7	262329.2	260056.0	257757.0	230006.2	269587.4	271399.1	204536.8	204451.3	197231.7	228356.7	216268.2	217877.2	186891.5	182382.0	199717.9	153716.9	174426.0	206228.6	199354.3	183197.7	258335.0	266698.2	226907.6	250385.6	228282.5	263788.5	245762.9	258187.1	268552.1	243919.2	265338.9	241841.3	229709.2	198280.2	199487.5	217766.1	196845.5	225338.1	139048.3	87128.0	128086.5	142477.7	146030.5	137170.3
1451548_at	58530.3	57408.1	64302.5	68714.8	43758.7	40023.6	22653.5	29549.6	18769.0	29047.9	44202.6	65878.0	81930.0	85662.0	106800.5	136663.7	130433.0	144780.0	169689.7	141141.4	105030.4	70548.1	69149.6	73711.5	55422.6	63055.4	63452.6	61418.2	61522.5	46555.2	38182.2	34308.5	19228.7	23788.9	36484.0	81709.4	94440.3	65331.4	137789.0	147216.5	146833.3	141208.4	132223.6	176616.7	136270.7	90003.1	95105.1	66697.4
1438657_x_at	212302.2	209005.9	204248.4	204789.5	192589.6	203017.9	189966.9	189742.7	194326.4	207639.2	191419.1	183059.8	188688.4	234921.7	243262.1	258074.2	272841.3	295155.8	289223.2	334748.2	279299.0	253647.7	264107.3	277398.6	203329.1	212699.3	189455.8	168456.8	175053.3	182410.2	186783.1	177650.2	175168.3	178078.6	164651.0	197123.7	172657.4	178268.4	217053.1	229270.8	233893.2	248903.4	314452.5	241778.7	281280.4	284056.9	257007.7	251199.4
1424451_at	555622.6	574895.3	521590.1	518041.7	524998.9	473897.5	503685.2	478309.5	525973.8	528818.2	449814.3	515618.7	493147.5	543871.6	526385.4	535597.8	560972.6	514686.5	489450.1	449073.6	512658.8	548629.9	510413.5	475977.0	497888.4	467668.8	501740.6	489964.0	468188.0	500788.7	521310.6	523065.1	481017.4	526556.6	523053.8	498708.2	454035.6	451108.2	536043.5	493802.7	514060.7	480721.5	459292.8	417910.9	426407.1	400489.0	392050.5	387008.4
AFFX-r2-P1-cre-5_at	287598.3	332889.4	304646.0	297464.5	256165.6	284213.8	328191.2	310566.1	327516.0	357035.3	328232.9	315202.5	285777.4	319446.1	322920.9	342315.4	344912.3	300068.7	300216.2	325032.4	291844.6	350102.3	287828.1	254287.8	320176.2	327101.1	323921.4	294867.2	349119.6	400813.1	387105.6	351644.1	354669.0	422654.4	389625.1	346744.3	277132.7	313880.5	340255.2	333319.9	346476.8	346763.4	434472.2	462847.9	328232.9	393808.4	345928.3	349056.7
1433443_a_at	157726.2	152994.9	163343.5	145143.0	166823.3	155921.7	130854.8	147865.1	177860.5	220397.4	179530.6	165193.4	132395.4	203689.1	135814.3	132163.7	93748.0	75806.1	98538.2	52551.6	44966.4	69426.5	74387.1	95665.5	106606.0	99357.1	144905.8	172243.4	131909.3	138918.9	152182.7	139934.7	103668.6	137688.4	186140.4	163195.2	137884.8	143812.6	141011.0	107373.8	108151.5	108713.6	37444.0	53648.5	61728.1	77433.9	104566.7	89067.4
1428079_at	531513.8	582324.8	579605.1	620448.5	631240.6	587951.8	608752.5	591686.3	634073.4	611488.4	605221.6	651823.6	635675.2	572125.8	631547.3	545821.4	569929.6	571452.7	535002.1	519269.0	535330.7	463527.0	506852.7	534005.5	546729.3	609351.0	555397.7	588402.9	600741.7	576809.8	559802.1	596159.3	608546.5	623675.6	632955.3	595842.2	665796.0	616609.8	573672.7	570773.7	543432.9	569882.6	550921.9	543807.0	536343.8	521392.7	549453.1	531272.4
1450788_at	12982.7	19478.1	11169.9	12517.5	45364.0	14487.7	27894.6	14710.9	38285.3	8387.7	11542.9	14974.9	10664.1	8503.9	17090.3	6987.1	12018.9	10596.2	13620.3	11631.7	12421.8	13780.3	16785.0	28601.3	22352.8	57700.7	19094.8	13088.6	23739.6	20232.4	10675.8	14410.1	26736.1	14754.1	7798.5	9485.5	121581.6	21445.9	10060.6	9920.8	10605.0	222293.7	26819.6	17162.0	22623.6	107916.0	158621.4	21598.9
1436615_a_at	200676.8	177424.7	181903.8	220861.6	192530.3	218534.2	246963.7	253067.8	183147.3	226729.3	230720.3	234005.5	237392.1	240747.2	221074.1	241762.4	201447.6	207618.5	196182.0	238869.3	199646.8	241484.9	238261.4	210971.0	234494.0	228598.4	249418.8	256496.8	256282.0	262214.8	252607.7	260818.6	244340.8	218298.4	216188.0	229833.2	209103.9	269049.2	236614.7	246775.7	278709.2	239009.3	286720.2	350692.8	324603.4	379798.5	308550.9	301148.3
1451054_at	374851.8	385523.7	389975.0	383844.5	444977.9	384259.3	451608.5	387654.9	400167.0	336606.1	399561.0	393741.3	376558.6	315182.6	375030.7	324862.4	325993.7	352473.8	368128.9	332170.4	347755.5	348257.5	385176.5	411198.2	419943.7	460422.0	439344.6	388371.9	427444.9	389425.8	345180.6	382022.6	421318.1	379579.2	380417.7	377024.2	475167.0	382895.9	350499.1	365757.3	368555.4	388571.5	338137.6	403368.0	402779.2	461704.4	501379.8	427085.9
1436722_a_at	225699.8	231615.1	219212.4	223535.7	244088.0	231570.2	235973.6	225935.7	223213.3	224144.4	170572.8	208296.3	203760.7	195648.5	178918.5	197039.2	181356.0	179285.2	194978.9	153977.4	166922.8	187864.0	199057.6	174151.4	244050.5	262245.5	226391.1	236299.6	224662.1	250920.9	239243.3	237555.1	250875.4	229138.0	249660.9	217583.3	223092.2	199567.4	192064.7	194742.7	182487.1	204737.7	106470.5	86604.3	126924.0	137437.8	138261.1	136881.8
1450966_at	80610.6	103942.8	100730.9	134715.7	123635.6	147925.8	158385.6	165277.7	144994.7	151438.9	161166.6	186646.1	195693.3	138090.2	149482.5	120644.8	139021.5	96249.1	107276.5	75907.6	75061.8	77413.9	77999.1	82172.6	88076.3	91936.3	127375.2	143988.8	165191.7	181882.5	174862.6	167690.4	212216.5	179555.2	169680.4	165479.5	176766.9	224901.2	163871.6	140165.1	127919.0	145059.0	99616.7	122033.4	106998.8	78578.2	80870.7	93019.3
1448330_at	239464.5	233389.9	243731.8	230694.2	215299.8	241524.9	198698.3	220421.4	183862.4	251287.9	209004.8	230867.0	253259.7	227018.1	217699.6	213905.8	227023.3	215746.4	246212.8	223262.1	209501.5	228697.5	203242.9	212288.3	250157.4	221186.9	216067.8	237652.5	218363.8	242246.8	247665.1	242291.8	225857.1	230337.4	265695.4	210298.9	237717.4	246292.1	224644.1	226857.0	234203.8	230920.1	135140.6	93277.0	132545.5	115259.5	121078.3	121780.6
1455593_at	334915.9	240359.7	275864.7	282330.8	300422.9	308387.0	308755.8	213115.5	353009.4	314116.6	339518.8	236361.3	318544.6	299088.0	297131.3	271032.0	285569.8	313852.9	340597.9	309726.2	343210.5	311578.7	302342.8	326376.8	366828.9	379549.1	339309.3	284780.2	324808.7	311166.2	275610.0	287996.3	275176.9	263566.0	262955.4	291076.1	327206.1	340528.8	339641.1	350464.2	333926.5	297976.7	284916.4	213396.0	255567.3	254103.6	240520.3	227557.6
1422434_a_at	96.3	101.6	102.3	101.0	96.8	89.3	95.4	249355.0	98.4	96.8	100.2	103.0	105.1	101.1	97.0	107.3	107.3	93.5	150.3	101.4	102.9	107.2	105.2	108.1	170.0	110.3	105.0	105.0	114768.3	112.4	103.8	119.5	103.9	107.8	104.8	100.6	100.2	127.8	101.7	111.2	106.7	107.2	140.6	117.2	113.2	112.0	116.1	119.7
1428111_at	136865.8	126691.7	147814.0	175220.3	154384.0	158374.9	126969.5	134872.1	139463.5	167242.4	168774.4	189909.7	211880.2	208543.0	254709.4	260115.7	198097.7	198480.9	214935.2	194965.0	160480.9	120852.6	134548.5	140957.6	127948.1	142760.7	159913.3	177619.3	163462.0	162127.1	163312.6	156414.8	138120.2	132812.0	165599.2	223266.5	233408.1	206463.9	240070.3	232343.0	227017.8	235738.6	189866.0	160972.2	131763.9	133098.1	130037.3	144700.5
1417246_at	480240.7	509583.3	500830.0	505888.5	506991.5	483550.6	501089.8	485055.7	486595.9	493513.7	466332.7	488115.0	495275.8	465207.2	526643.7	490666.0	504524.4	524872.1	528304.3	491353.4	513511.2	499196.7	469803.8	483686.8	494805.0	527053.4	493551.1	517733.7	491098.8	547560.1	527877.5	508219.3	532384.1	510499.2	564672.3	530782.1	557258.6	516794.1	530782.1	523493.0	516007.6	534819.1	458936.7	352299.9	377829.7	442002.8	451274.2	461085.9
1424279_at	407925.8	421752.9	421658.6	450267.5	466978.5	456632.0	491490.9	479328.3	477314.4	475724.0	471651.1	472703.0	504763.4	483944.2	495270.1	440276.9	410823.7	449005.5	423188.9	385182.6	375902.9	381958.3	407647.7	433251.3	414247.1	459411.7	428882.0	439707.8	453128.7	481748.9	458584.5	475043.6	477473.9	478408.5	497203.4	448654.0	484876.8	456876.3	436451.4	449245.3	446322.5	447651.0	395180.1	351344.9	331284.0	421658.6	422638.9	416430.3
1436834_x_at	294976.7	287330.1	291949.6	313607.3	302261.4	306766.1	352618.3	356893.4	281202.7	318422.8	317125.2	335063.4	327162.4	320172.7	324212.5	385275.7	291213.8	285597.6	291850.1	329442.0	310452.6	323016.9	366618.9	345182.3	339967.1	312135.3	344036.2	340623.5	394569.5	352413.0	391622.5	413684.4	344036.2	323164.7	306712.1	311005.3	336066.4	371068.3	357893.9	359842.2	365416.0	319503.2	355533.0	399137.9	419219.4	400094.9	404212.3	420331.7
