ID_REF	CT18	CT19	CT20	CT21	CT22	CT23	CT24	CT25	CT26	CT27	CT28	CT29	CT30	CT31	CT32	CT33	CT34	CT35	CT36	CT37	CT38	CT39	CT40	CT41	CT42	CT43	CT44	CT45	CT46	CT47	CT48	CT49	CT50	CT51	CT52	CT53	CT54	CT55	CT56	CT57	CT58	CT59	CT60	CT61	CT62	CT63	CT64	CT65
1419407_at	137339.7	141328.4	132365.8	151058.3	210528.5	178290.1	194537.6	129904.7	197352.5	196155.4	189076.9	144306.5	146123.6	166872.9	182063.6	157206.5	122716.6	141000.6	163226.5	131509.4	134012.9	139041.0	130957.5	164446.3	133595.5	172054.8	155371.0	149520.4	150722.2	147111.6	137532.7	143367.6	175960.8	151065.9	147959.6	156641.7	205933.5	150283.8	139202.9	148362.9	140899.5	159590.4	150053.7	93758.2	96430.9	145987.1	149601.6	158468.7
1435873_a_at	291249.6	349127.0	330991.8	312571.3	320379.3	326853.8	324171.0	329207.8	346607.3	352535.6	361341.7	338838.1	306222.2	338810.2	351808.0	309521.8	333267.1	326107.4	298206.4	346944.1	338356.8	334668.7	309250.0	308411.9	319933.0	316397.0	338333.5	310271.5	377243.1	347807.0	346799.1	339833.0	320449.5	331367.4	326889.0	337066.7	321757.0	343248.4	321330.4	346685.5	330475.9	327782.0	372231.6	418430.7	395017.3	380199.8	360774.0	338725.8
1422470_at	84951.7	77525.2	81586.5	72895.2	62187.2	59725.0	50109.1	45334.8	42061.0	58660.9	64734.1	61456.6	66822.5	74643.7	82908.4	83798.2	93002.4	100459.8	102406.5	120896.9	120303.4	101093.2	90186.1	92667.9	74144.0	67487.1	73023.9	61823.4	70105.9	53026.7	55648.7	50210.5	50257.4	58803.4	50978.2	71488.3	68138.3	63427.0	84584.0	83607.3	86867.4	86213.6	143611.3	134619.3	133612.1	101242.4	100307.3	100292.9
1431302_a_at	321960.5	283688.2	274334.8	270998.3	325032.6	288380.0	307175.8	285311.6	309059.9	277292.9	320783.1	312029.6	306312.5	318718.5	312705.2	318952.3	300144.7	302325.2	322490.1	249916.7	296014.2	321146.7	318721.6	316792.5	322762.4	322939.5	346094.1	306190.3	295932.0	294956.1	293812.4	272387.9	310314.8	303871.9	282474.6	313718.2	308097.1	301391.5	318176.0	329067.2	335008.5	300383.6	313062.0	377676.5	326025.8	350827.0	368742.7	342937.7
1415779_s_at	92164.7	52455.2	42731.3	37720.5	35553.0	45704.2	55255.7	57384.1	50689.0	42274.3	31002.5	37138.5	36892.5	35170.6	29971.0	38602.3	40891.7	41635.5	42222.3	41593.1	66963.3	145014.5	129282.8	72021.7	77498.0	57847.3	40959.6	40981.2	23021.9	41484.0	43999.0	49000.1	93558.3	63409.9	48465.7	38571.6	37214.5	35523.5	35328.8	36471.2	38362.4	33127.4	34838.1	18343.8	74493.4	59027.6	62806.5	44807.3
1416452_at	162194.2	146708.1	150112.5	166297.5	128492.4	148463.4	166346.2	156521.9	158831.4	191420.5	184138.9	170137.4	199118.4	186025.5	195148.9	190037.3	188603.5	195834.1	207465.7	213816.2	174354.1	188750.6	145080.7	152511.6	155152.0	179111.2	192082.9	162438.4	150451.4	165870.0	201182.7	172134.9	181830.4	210525.2	194407.4	208953.2	199420.7	220754.1	207117.4	181448.0	205282.7	217619.3	191161.5	236460.6	226257.4	175352.8	192755.3	186897.6
1426243_at	183671.9	180613.4	206244.2	231058.1	192075.5	222812.1	199319.8	199486.9	167581.3	199962.9	221750.8	232168.7	210366.2	158608.6	191172.2	165608.8	150591.1	169538.3	180835.1	205621.1	152111.3	157317.1	153022.6	175745.6	166988.2	173149.3	209615.6	205284.2	196244.9	204315.1	242693.0	209266.6	205732.9	207085.4	188556.4	213304.1	192494.4	217571.6	190074.1	169680.3	187675.9	186808.8	152289.8	190824.0	182563.1	140186.7	160787.0	181566.0
1416809_at	379815.6	387356.7	379318.7	388979.3	361673.8	372799.9	393961.8	390646.0	387196.2	390738.5	404912.7	388200.2	391026.8	376045.9	394584.9	381156.9	396874.4	372721.8	376713.1	373363.1	359651.9	410583.4	368925.6	362184.1	388390.3	382051.8	400136.7	363544.8	412900.6	426407.1	428801.4	411407.0	395492.6	429281.0	425345.8	384202.8	363280.2	390817.6	400129.4	406331.2	391193.2	395207.9	437074.3	485064.2	425923.7	415476.6	418887.5	412497.6
1415954_at	66.0	67.3	69.0	68.6	63.6	66.5	65.0	155805.0	67.8	65.4	67.8	68.2	69.4	67.9	65.0	70.4	69.6	67.9	67.2	67.8	68.8	70.7	70.0	72.3	69.5	69.9	67.9	70.8	60899.4	73.8	69.0	70.0	67.7	69.6	69.0	67.2	67.7	69.5	68.8	70.6	70.1	69.7	70.8	73.2	72.2	71.6	73.4	74.6
1418278_at	476786.6	469137.9	470893.5	462797.7	458126.0	468982.4	446397.9	440071.3	474549.5	480353.8	470102.4	442275.8	434755.5	468967.2	430542.6	427485.1	435780.3	441899.6	418483.0	424391.0	411978.2	413887.1	431171.1	435676.6	440071.3	462894.3	461307.8	452306.3	451365.4	445979.5	441703.1	434628.9	428798.0	468497.8	472731.4	460794.9	431023.7	409513.4	437760.7	419382.3	431626.3	434667.1	401591.3	397656.4	393026.4	395045.3	397460.1	440235.5
1455972_x_at	316958.4	322180.8	311022.4	312992.4	302818.7	290232.6	279483.4	300322.6	274812.4	287021.6	285296.6	303633.2	316447.7	298139.0	295813.3	299976.5	347539.2	332444.6	318799.9	317442.7	324683.8	316527.9	323998.5	314083.8	278283.6	274949.6	277760.0	279211.3	260678.3	276220.7	283475.0	283348.2	267121.2	291860.4	297568.1	300565.3	285870.7	282406.3	313235.4	281007.3	281113.5	285264.3	278108.7	248375.0	275396.0	241946.4	235266.7	255269.1
1417373_a_at	113406.2	119901.6	123052.2	113449.3	123863.4	132965.2	146734.9	123235.2	159536.2	142593.7	130445.0	120019.9	103747.5	101741.5	99963.9	94455.1	86863.8	86546.8	77888.4	89196.5	87208.8	111806.5	105500.3	100006.5	124698.3	116474.9	122783.6	128703.8	105557.2	129248.9	141583.9	139211.6	146317.1	152702.4	164466.7	137417.4	118622.8	123045.9	97487.9	108113.8	103776.4	101262.3	84033.9	59955.5	67888.7	84374.7	89794.8	105914.5
1416727_a_at	272728.5	285921.4	285420.1	292041.6	271242.3	274341.6	272829.1	272032.1	250880.9	260580.5	279434.0	274384.8	287942.4	250767.7	270700.5	269205.0	277579.4	284576.6	294618.8	296145.5	280397.5	300353.9	300179.9	292538.5	288406.7	302768.8	312694.7	274311.2	304961.9	290908.2	294415.7	268118.2	278737.1	295244.7	285358.9	281249.4	276767.2	297226.0	296141.8	279454.5	284834.2	301324.9	335710.0	368945.9	353996.8	326979.5	333365.2	317503.9
1424853_s_at	137145.0	135472.4	136248.8	164421.9	91368.7	96566.9	102092.2	96523.2	75949.3	121887.0	105317.7	132325.7	140571.1	121886.6	142041.9	149933.4	155197.3	126813.2	117510.7	119572.4	143909.5	149769.8	153136.5	117805.9	111661.2	89474.7	160053.2	121436.6	175466.3	135647.2	133950.5	117601.9	163081.2	144930.8	121834.1	119090.6	142032.7	176629.5	145786.0	132287.4	115633.8	157984.9	137221.1	130236.8	142699.4	107546.6	95265.3	93737.3
1417290_at	75781.9	94381.7	77853.8	82874.2	134584.4	84634.0	89519.3	76482.7	90263.4	83160.6	50628.4	84869.9	91050.7	71974.1	93906.3	62211.1	76465.1	83498.0	94478.5	71181.9	70993.1	61136.5	87082.2	104124.7	93573.8	147038.3	63875.8	86189.2	64269.9	95685.6	63293.8	72244.5	95434.7	75067.5	76745.5	73800.2	140567.1	69076.8	65391.7	77340.3	57683.2	105283.7	69134.0	23072.0	40790.8	52274.9	52919.2	37990.1
1448842_at	152454.9	155832.0	174547.9	175117.4	154917.9	176189.8	141751.3	169430.4	172870.1	205277.3	192899.8	197677.8	181541.5	202686.9	171241.9	169048.2	171030.3	174325.6	169837.8	159731.0	153428.2	129541.0	126494.2	141813.3	119116.1	124367.4	145666.1	152819.6	146050.9	148616.8	179044.8	171450.4	158670.2	183640.2	205309.9	187350.4	170203.2	198299.9	180795.3	166728.9	177100.2	194655.0	202188.4	203933.0	212014.3	140096.8	142459.1	166037.5
1419232_a_at	837213.2	859117.4	890381.2	869947.4	870345.2	828416.5	821634.0	793161.0	858427.9	865941.3	859919.5	861837.9	834612.3	849352.9	828478.1	817889.9	878057.4	868357.3	859919.5	836873.7	842598.1	790826.7	809608.8	800508.5	836873.7	863517.0	861885.2	852248.6	864590.7	830982.9	814710.0	807732.2	821661.8	848273.6	848420.5	825057.9	845161.9	814469.3	817889.9	828595.4	822154.4	837841.6	822410.7	839238.8	804640.3	812290.3	837624.1	842046.8
1416168_at	155682.5	151517.9	154716.4	161102.6	153711.7	152423.7	146820.8	144410.7	154522.2	153390.3	125470.0	156738.5	161477.3	156408.6	151099.3	153176.1	158783.0	160426.8	164874.0	143267.0	142835.2	136436.5	142696.5	152984.2	155378.2	164843.5	141695.1	168577.8	126763.6	147953.9	140672.9	151965.9	152604.5	153538.3	161993.8	157496.5	163544.5	142277.2	153047.4	144540.3	150759.3	144235.3	114210.1	72457.4	83578.7	86833.9	76272.6	97755.9
1435725_x_at	181687.2	204936.1	208572.2	205833.1	224424.2	196956.7	197534.5	207610.0	201676.1	191139.0	261664.6	205440.0	192326.2	192637.1	180381.1	169507.8	198963.4	198638.2	178753.5	196468.9	203708.8	193110.6	192990.1	195265.0	175704.4	177541.9	178128.5	153019.8	208549.8	174398.8	190664.7	188821.9	176845.6	202108.9	192654.9	180766.4	172469.7	182836.1	159228.7	176135.9	160700.3	167990.0	182040.2	261090.1	249711.9	230581.8	215314.4	218210.4
1418113_at	355716.1	346944.8	353430.7	358679.7	346248.6	351910.0	333677.4	327922.2	352292.4	369457.3	291031.2	329179.0	350627.0	367574.7	342110.0	338242.7	348977.1	359941.3	354339.2	330659.9	338496.5	319141.5	344138.2	334683.1	344705.0	346929.4	324479.3	359536.0	318226.6	335483.7	343373.5	353553.6	354381.0	323690.4	340573.8	335640.6	319587.6	338789.1	346218.8	332395.2	335234.0	357550.5	324721.1	255816.7	285317.5	300475.2	285730.4	296061.1
1449321_x_at	105531.3	97859.4	106059.2	130642.9	127493.5	132153.3	136043.2	133429.1	95635.4	105647.9	124070.0	121592.6	130117.7	118110.0	127432.5	123502.3	97494.1	100892.2	123167.1	122692.7	104443.5	127526.0	134960.8	135961.0	126124.0	137421.9	130871.5	139303.4	152316.2	156038.0	160664.8	142684.4	146108.1	125360.6	127917.3	114584.3	135811.8	148666.0	131073.8	130381.3	133081.8	122139.9	129537.6	169852.4	156353.0	205420.9	186993.8	191278.1
1427347_s_at	45567.0	44143.5	46492.1	45028.6	41407.5	63503.0	71362.9	71362.5	62294.0	43834.4	40423.2	32039.6	17060.6	9266.2	6676.2	5514.3	4609.3	3844.0	3665.5	8953.7	10928.5	23337.8	26935.0	27344.2	41958.4	35300.8	47948.3	55368.1	39467.7	61833.9	73070.3	65469.9	68804.4	67908.5	67831.7	22238.8	17874.1	35269.9	7450.4	5909.4	7136.4	14689.4	5022.0	5964.2	10997.9	18593.9	16730.3	33013.7
1428236_at	105617.0	116763.5	110828.3	129376.5	112477.8	137028.9	141284.7	142588.6	123748.1	150354.6	145368.6	147467.1	165885.0	175983.7	172459.0	186748.2	152857.6	136296.8	133620.2	142551.2	129640.9	130927.8	130141.9	117195.4	119694.5	112746.1	132267.3	149016.4	144592.4	162493.1	164214.0	162223.5	149186.5	124188.1	138396.9	146173.2	145823.7	179726.8	188063.2	172798.9	195159.6	177826.6	177203.0	187946.8	159208.9	157089.2	154664.5	151285.6
1448881_at	304520.9	322235.1	310183.6	316424.9	361009.3	317214.2	314514.1	284501.3	307349.7	316164.7	276779.5	297649.5	295037.2	273663.7	317654.9	267211.4	288041.5	304677.2	308941.4	303183.0	292302.2	299778.5	287655.0	324259.6	303762.3	361355.2	299408.3	295808.5	289221.9	311229.6	306627.8	282847.9	303617.8	297566.9	281466.6	277820.5	348478.3	281543.4	273837.6	275996.2	269738.2	335813.7	313416.0	251236.1	289261.6	310976.8	333314.9	295491.0
1417950_a_at	641335.7	666498.0	650391.9	626409.6	613384.6	619187.2	614931.4	602999.3	659806.5	649108.0	662076.9	645798.8	620399.1	603162.0	636855.5	614244.1	655322.4	650428.4	629919.2	615522.4	607134.3	629919.1	583982.0	607272.2	602848.8	621675.2	648537.9	596159.3	648537.9	618541.3	636196.6	627485.2	598620.6	687274.0	648537.9	647496.9	605995.8	593070.9	629120.5	612270.8	626680.5	623613.9	647496.9	664197.9	612528.9	599825.3	606144.1	622415.6
1453467_s_at	188706.9	201930.2	211866.0	201170.3	201407.4	204575.8	187748.3	222649.8	185565.1	168244.9	222971.6	213204.2	214660.6	176483.1	186006.4	176051.4	194619.5	218725.6	209488.5	211071.1	210416.9	213125.3	220364.2	243821.1	178825.8	178274.5	175115.7	173437.4	213403.2	177449.7	188094.1	191098.7	180915.2	195851.3	168979.3	184880.6	167983.1	199798.4	173391.0	181211.7	186074.2	185244.7	196865.3	236239.4	261505.5	234751.8	245615.6	228872.2
1416365_at	112526.7	96636.8	109421.2	84069.6	84348.4	83101.3	72320.4	57252.7	97252.4	95653.9	63614.6	60606.9	50807.8	68762.5	59933.4	50489.2	49192.1	53249.2	47322.0	51056.2	61584.6	66914.4	74884.0	71627.6	101839.6	97770.0	66231.7	69451.9	49164.3	56983.3	51812.8	51363.5	65322.0	56064.2	49086.0	51065.8	60296.2	43249.1	39951.8	46205.9	38897.4	40467.2	40937.0	14652.0	25609.2	27808.2	26528.2	33760.5
1451101_a_at	255525.5	270505.8	275269.5	264420.9	288561.3	286885.6	265753.7	275805.6	273065.1	314645.6	270951.8	281198.8	258770.7	304519.5	269909.6	285597.6	296869.1	271335.1	267899.4	281706.7	271860.9	269063.8	257490.6	250644.8	281170.9	270877.2	236903.7	271940.9	291149.5	285107.3	255424.9	275290.4	290956.9	280197.0	280605.4	284779.4	252545.9	283297.6	263466.0	284033.7	264485.9	290654.5	271737.6	206809.0	196883.2	240832.1	217865.2	245172.9
1449123_at	122392.8	127499.5	120485.6	132055.3	174251.7	161724.2	150058.7	119646.3	160080.2	159311.8	130226.7	132132.2	130411.5	119814.6	153234.4	118486.6	113263.2	122208.7	128672.8	131383.2	115107.2	106228.8	106113.0	129615.5	113612.1	153910.2	116034.5	134568.3	120145.0	137740.4	122013.8	128553.9	159425.3	130270.8	129336.5	142246.9	177627.9	142556.1	120468.1	128389.3	112538.5	156520.8	126991.4	60634.4	71034.8	102404.9	105546.0	114785.7
1437196_x_at	456357.4	484630.5	488238.2	479710.8	506351.8	474824.7	472339.6	460361.5	472198.8	487296.6	536683.4	496611.7	474392.4	486053.8	476449.7	439341.6	477698.9	480085.3	473550.2	489496.5	483378.9	465103.5	483396.8	504076.2	472115.6	457738.7	466945.3	466379.3	513511.2	434389.9	436451.4	455357.2	429788.4	457886.4	473243.8	477619.6	525052.6	476483.6	456474.8	469602.7	468634.3	442667.9	437445.4	478986.4	482747.4	480559.8	485102.4	508264.0
1433432_x_at	257467.9	260936.8	272179.7	266563.2	302804.1	271255.4	298672.3	285201.6	292261.8	309465.2	325172.2	305131.7	287330.4	346764.3	302838.5	324447.6	275666.6	251506.2	231418.0	285564.3	274007.1	272954.1	289561.3	280758.9	290652.7	271988.6	262051.1	280182.8	320057.4	267231.6	269977.4	299207.6	280759.4	260101.7	272027.2	294173.8	310217.2	339011.2	274405.7	301213.2	287219.1	280142.3	289491.7	293021.2	290230.2	299878.0	294298.7	308224.1
1459976_s_at	378518.3	399682.1	381916.0	374916.3	354979.1	371416.3	402402.0	377330.9	402302.8	446869.3	385570.9	391995.1	373358.6	406602.7	397247.6	422679.7	391188.1	385423.0	329579.9	398756.2	362863.3	403748.7	390360.6	385085.6	376713.1	346046.5	373853.4	350153.7	382022.2	394606.3	387525.9	407159.4	361361.2	390448.7	398146.1	386147.9	350785.7	390649.4	382485.5	388290.6	371988.8	364238.8	382184.6	347145.7	325905.7	367570.8	364110.8	371177.6
1435593_x_at	179403.4	196180.2	203370.8	196973.2	198536.2	170121.8	173357.5	191108.4	162117.0	155558.0	204360.0	211572.6	185999.1	149847.1	165719.1	172629.8	189167.3	200963.2	175199.8	193053.0	212388.5	187134.9	190801.3	195196.6	179220.5	174639.0	164116.2	158168.1	200966.5	177865.6	180366.2	175219.8	175730.9	203605.2	182727.6	174951.6	189754.6	185461.3	166297.5	172767.3	165616.2	164863.8	200354.4	249758.6	260682.9	210237.5	212792.8	228207.2
AFFX-GapdhMur/M32599_3_at	295593.5	264568.7	276422.7	265231.4	289653.3	280744.2	272726.8	254513.5	283612.7	268452.1	265981.4	251371.3	254970.6	255130.0	252530.9	245233.9	261417.1	266452.3	261238.6	246926.9	262455.0	260120.8	264805.6	272769.2	271793.2	283824.0	276251.4	271563.7	259231.1	257795.0	251980.5	254188.7	260543.5	254750.9	251420.1	250633.3	260260.8	229794.4	242164.4	249078.1	252961.1	242780.1	196930.5	182846.4	190828.1	230089.3	229571.3	257426.9
1416288_at	66474.5	57768.8	50248.0	40758.1	43288.5	54151.1	59771.9	61338.5	60185.1	40319.3	48841.6	47465.0	46008.7	38620.2	45600.1	56821.8	62685.0	74363.4	71124.2	83949.7	98577.9	106373.3	90411.7	74784.4	76739.8	58803.1	59825.5	43725.7	38106.4	54833.4	60029.2	59593.4	77176.3	71034.2	48803.7	46554.8	43560.9	47031.7	52085.9	60659.4	69832.0	58503.4	94713.1	112172.5	126612.1	108930.5	113376.5	88689.2
1452141_a_at	450094.7	453087.1	454704.5	456012.2	443671.5	463852.8	464757.3	474636.3	456956.4	448583.5	476060.6	445888.2	444224.8	463548.6	458813.5	455171.9	466551.2	462542.7	457563.8	446967.9	450494.5	482576.8	455609.3	455169.7	444025.8	461988.9	473821.7	442562.8	484655.8	482142.2	494269.6	464369.7	465047.5	494288.1	501089.8	454847.1	433011.0	447891.6	464888.5	477488.0	463351.9	478118.2	530782.1	539964.6	487348.8	504359.4	498708.2	485982.7
1437172_x_at	117765.7	135064.6	125256.4	150922.3	121282.4	134601.7	166015.4	162847.0	126682.0	137428.7	147449.9	157134.6	157496.1	170692.9	160649.9	184817.4	160115.7	150759.3	136836.1	168180.0	159436.4	176714.5	163785.2	167663.3	156909.1	139263.5	170766.6	159996.8	164494.4	175379.6	179598.3	192159.3	161720.5	142692.0	142359.7	155069.4	158931.8	191121.0	169717.3	173277.9	185602.7	165306.6	200288.1	202623.5	198212.7	203617.5	190187.5	197224.0
1416679_at	235756.8	234786.5	231696.2	223393.4	229157.6	236199.0	232289.7	203473.0	248019.3	243613.9	206128.7	212627.0	222083.5	250911.9	236608.7	259305.9	246622.0	217878.1	232158.8	179623.7	218306.3	210951.6	217785.9	199363.0	215213.0	192367.9	225598.2	227062.0	211144.6	216082.4	208724.0	214707.8	207175.8	198450.8	212822.0	220067.8	209077.1	200676.8	237404.9	218128.6	228065.5	227471.6	214901.6	168550.2	158052.6	177758.2	174282.0	178968.9
1417741_at	175824.5	144514.1	143021.5	150820.8	172184.2	175037.8	173083.2	155983.5	167626.1	141979.1	144423.6	147703.0	143090.4	141354.3	138503.5	156989.2	133087.0	130472.8	138050.0	118689.8	132086.1	131784.5	151482.0	147273.6	162320.9	154825.7	165125.8	191625.0	146876.8	153001.5	158270.9	164196.9	160592.2	137123.4	150007.4	161068.0	160811.3	147893.1	146643.9	148499.9	157437.5	132939.2	109230.0	82180.8	77306.2	115127.0	112095.0	130880.8
1422526_at	132153.9	125253.0	117974.5	127504.2	116539.9	92874.6	99515.0	88578.6	79647.2	66927.5	58076.9	97953.1	97020.3	73237.1	81270.3	81047.9	116841.5	96254.6	102533.7	88539.3	123467.3	110412.7	119821.3	118891.0	118017.9	124815.7	115338.9	132145.8	105108.2	111025.8	107107.6	106337.2	132161.2	94395.2	99994.5	79719.5	97876.1	89630.5	85905.8	75985.7	84167.4	87569.4	66426.6	48527.0	61462.8	70962.0	62567.1	80239.3
AFFX-b-ActinMur/M12481_5_at	93867.9	96913.9	90332.7	89331.5	90553.2	83955.7	79772.3	94216.8	62708.1	53048.7	44297.9	75508.5	73879.8	48951.9	51137.1	54490.6	63164.3	63594.0	68486.9	48111.1	58806.8	68052.0	78000.4	63887.7	95545.8	104339.6	80128.5	99096.2	82036.4	98790.7	94799.2	93474.0	103585.8	83939.6	103273.8	75029.9	82856.6	66316.0	64618.8	58733.8	57290.1	69672.2	19659.3	23860.1	40621.2	39988.7	41388.9	39101.5
1416409_at	144270.0	126955.3	123996.9	130500.9	137422.1	119550.8	122085.2	101852.4	122037.5	136194.0	90649.5	114625.3	120855.7	127212.0	134819.7	131165.8	117829.4	114044.2	133364.7	96347.3	111433.7	107490.1	126787.8	124829.6	121965.2	134030.4	123809.2	130947.6	104755.8	111038.7	109957.2	118695.3	114483.7	114069.3	137654.5	131229.6	125145.5	105391.6	128917.1	110261.3	122500.8	125204.2	86842.4	56021.0	56570.9	65043.4	58295.7	74486.4
1424715_at	119833.6	133410.4	121332.8	141898.4	126688.8	100724.8	95558.1	95336.4	73526.7	93845.6	79754.0	117103.4	137831.8	98858.2	104044.7	114145.5	135400.4	114556.6	107724.2	82931.5	125618.0	117877.3	134658.3	127236.1	108707.7	106036.2	108796.5	117405.4	115822.7	114273.9	116437.4	119927.9	110832.2	102193.1	103319.2	110434.0	113941.5	103949.0	113572.0	107137.3	101241.5	102561.0	76330.0	53814.2	67224.7	56785.7	52881.6	67584.3
1438743_at	63726.3	51810.5	62767.9	40481.9	49438.7	61524.8	47423.6	64226.1	22500.7	15762.2	29290.3	22664.0	20974.4	31497.6	30461.9	51467.3	91815.1	82173.0	88426.8	68676.6	77997.2	81726.9	62750.3	46778.3	40474.0	31600.3	59169.7	43870.2	43910.6	42013.3	64848.9	37652.3	24069.7	22300.5	27574.1	26208.3	17585.7	17642.3	52368.7	40362.0	78558.2	67157.0	59282.3	42764.0	94330.0	70131.2	65719.0	73719.7
1416430_at	270406.8	255235.7	258098.1	270909.7	252003.9	282634.2	278649.4	288483.9	253543.0	266876.7	244455.5	284626.9	278529.6	313231.1	279648.4	293955.6	247345.6	274339.4	278148.7	237589.7	253172.9	261828.3	299814.9	291952.1	271177.5	271948.1	269432.3	283400.6	265959.7	297004.0	304401.5	306821.6	272156.9	254482.7	275918.7	279805.0	268714.1	279135.6	289569.2	287507.8	283780.2	278114.5	253107.1	199149.2	224832.8	241715.5	243086.2	262636.2
1416217_a_at	302129.2	337666.3	345288.4	320017.6	349780.6	319789.3	288563.8	316645.0	307878.3	310001.3	353883.1	322721.2	315560.6	303220.0	302496.2	283376.0	336944.4	322838.6	309234.5	317702.0	316109.1	297085.5	309420.2	321816.8	284500.2	286615.7	295133.5	270434.4	327820.6	278859.8	267469.3	275461.3	271705.9	317438.0	305579.2	312162.9	290074.7	299743.5	287429.8	284684.6	275307.3	291543.3	264006.5	282827.4	304587.7	290970.5	297289.2	307374.6
1437497_a_at	80548.6	73854.2	79327.0	57266.0	46157.6	45311.4	45099.1	44884.4	58100.4	40689.3	46269.3	40738.8	27273.0	20747.8	20084.1	19428.5	18563.4	29527.9	21295.5	37849.5	55974.3	76133.4	77275.1	71604.4	84476.3	78772.8	61622.6	52548.9	47077.6	40347.2	43398.1	38795.7	59165.2	54717.3	32477.0	25943.7	33751.7	27081.1	17017.6	24369.6	19679.2	18526.0	44876.5	57451.9	80864.5	82320.9	85332.6	77246.5
1451194_at	409199.8	405065.7	388909.3	390586.4	365241.7	352047.1	353406.4	350223.6	347944.0	343981.7	356958.1	345909.4	349923.3	338141.5	348473.2	350133.0	370592.5	387113.8	367693.8	380832.5	375800.1	388305.0	377208.1	369802.1	381093.0	400325.6	420280.0	386085.9	391066.1	381518.5	381368.3	373123.5	355477.3	369310.4	360407.7	357151.5	348503.0	344356.7	356555.6	352438.6	379580.9	371778.4	364711.9	434330.5	379546.6	390368.2	385138.6	404027.1
1423866_at	649958.5	649435.5	641513.6	669176.3	659327.6	663955.8	660082.8	652698.5	633074.1	639263.5	649435.5	645635.7	629818.5	619277.6	636895.5	614223.1	616767.9	649435.5	639691.7	630824.6	637376.4	650657.3	653873.0	656261.9	647516.5	671914.7	659327.6	642923.9	659027.0	655335.5	659327.6	634732.3	654288.7	658961.7	659327.6	626142.0	628234.0	617078.1	639691.7	645978.1	631467.3	631639.9	697230.1	716980.4	698152.4	674713.9	686510.0	681585.9
1433562_s_at	224783.2	215495.9	196383.2	221775.3	221947.7	239552.1	249166.3	254008.4	229444.1	218591.6	240665.3	233219.7	219602.3	224868.8	237063.6	241410.8	221317.3	226191.1	216882.6	246020.9	226563.0	242417.8	234548.8	231607.0	244423.6	235447.5	254799.0	254799.0	262935.5	265844.1	263743.9	248989.3	242606.1	224677.1	222984.8	233650.2	211574.8	252413.2	244279.8	239071.9	250225.6	255230.8	276015.9	292041.6	290257.6	287797.8	284629.7	268731.5
1451513_x_at	416494.2	413672.3	427039.0	431565.6	411688.5	429594.6	428154.6	410989.0	427832.3	418516.9	431284.8	417873.8	424781.3	393411.2	421144.9	404716.7	408192.1	408216.4	439430.6	428797.6	406835.0	419653.9	414471.5	430593.0	425907.9	451287.8	440289.4	435902.6	453350.4	445368.9	464663.3	433325.4	449829.6	447003.5	443636.1	433275.6	425974.1	425907.9	430738.7	416447.4	431153.3	445519.6	474877.5	507639.8	472648.2	446305.1	472345.1	463357.2
1434872_x_at	313513.1	333724.9	331917.3	328723.8	325364.1	339446.2	329497.7	333010.2	310806.0	343259.8	360431.6	339549.4	315678.4	326896.7	330634.6	344505.8	331148.7	295442.5	295425.8	336557.2	339342.9	336977.4	334363.0	318972.7	370751.2	339697.7	349990.7	356473.0	407145.4	339156.4	331412.3	359827.1	353037.4	336023.0	321600.7	353193.9	365517.7	390040.4	334316.2	363201.7	335776.4	312088.7	335776.4	335014.7	340441.1	371211.3	359806.9	370095.2
1427021_s_at	240487.3	256795.4	246436.6	243889.1	228069.3	221623.1	213619.2	238006.9	196083.6	180039.7	187997.6	241624.6	245324.0	192035.4	202192.6	194859.7	227329.9	244933.6	255733.5	217707.3	223831.9	220175.4	222796.5	233133.0	226540.2	240837.4	235072.4	244613.1	206654.7	236565.1	242395.0	225782.8	219305.2	229724.4	250317.2	218473.2	232771.8	201873.0	220810.2	210061.5	215056.1	227702.6	175472.8	202909.8	211897.8	185868.2	193098.3	178731.6
1449326_x_at	5287.4	7859.0	3124.0	4313.7	10415.5	4670.6	7703.8	4910.8	8451.9	3226.5	4051.6	4711.7	3520.5	3213.8	6199.6	2338.0	4535.8	3775.0	4061.4	3338.2	3772.4	4218.9	5223.6	8229.8	5705.7	16583.9	3936.4	3829.4	6474.1	5823.6	3823.7	4533.6	6100.5	4547.0	2699.0	3262.2	45570.3	6705.9	3138.9	3017.6	3587.8	135759.4	5067.1	4941.2	6754.6	38953.2	56650.9	5010.8
1416946_a_at	192967.4	188371.3	155733.8	150143.5	161087.7	127736.4	135291.5	134861.4	141768.3	155658.9	107499.0	142367.7	152578.6	156229.8	158177.3	171658.9	162729.8	136969.4	148996.6	112685.0	153286.5	163285.5	165682.5	163305.8	159742.2	150982.7	156568.8	176669.5	121895.8	146918.4	157291.9	157540.3	136016.3	153673.2	151873.5	147582.8	126903.4	130319.3	169967.3	148057.4	174702.0	152428.6	143127.9	115955.4	127163.0	104609.6	102705.3	100169.2
